EntityNumber,ActivityGroup,NaceVersion,NaceCode,Classification
0207.312.952,1,2008,68203,MAIN
0207.312.952,1,2008,84114,SECO
0207.312.952,1,2003,70203,MAIN
0207.313.348,6,2008,84114,MAIN
0207.314.041,6,2008,84114,MAIN
0207.314.041,1,2008,84114,MAIN
0207.315.229,6,2008,84114,MAIN
0207.316.021,6,2008,84114,MAIN
0207.316.714,6,2008,84114,MAIN
0207.316.714,1,2008,84114,MAIN
0207.318.197,6,2008,84114,MAIN
0207.318.593,6,2008,84114,MAIN
0207.330.471,6,2008,84114,MAIN
0207.330.471,1,2008,84114,MAIN
0207.332.352,6,2008,84114,MAIN
0207.333.441,6,2008,84114,MAIN
0207.333.441,1,2008,36000,MAIN
0207.333.441,1,2008,2400,SECO
0207.333.441,1,2008,55300,SECO
0207.333.441,1,2003,41000,MAIN
0207.333.441,1,2003,2020,SECO
0207.333.441,1,2003,55220,SECO
0207.333.738,6,2008,84114,MAIN
0207.333.837,6,2008,84114,MAIN
0207.333.837,1,2008,2400,MAIN
0207.333.837,1,2003,2020,MAIN
0207.334.035,6,2008,84114,MAIN
0207.334.134,6,2008,84114,MAIN
0207.334.134,1,2008,2100,MAIN
0207.334.134,1,2003,2011,MAIN
0207.334.332,6,2008,84114,MAIN
0207.334.332,1,2008,84114,MAIN
0207.334.332,1,2003,75114,MAIN
0207.334.431,6,2008,84114,MAIN
0207.334.431,1,2008,84114,MAIN
0207.334.431,1,2003,75114,MAIN
0207.334.728,6,2008,84114,MAIN
0207.334.728,1,2008,2200,MAIN
0207.334.728,1,2003,75114,MAIN
0207.334.728,1,2003,2012,SECO
0207.334.728,1,2003,41000,SECO
0207.336.213,6,2008,84114,MAIN
0207.336.708,6,2008,84114,MAIN
0207.337.104,6,2008,84114,MAIN
0207.337.104,1,2008,84114,MAIN
0207.337.104,1,2003,55510,MAIN
0207.338.092,6,2008,84114,MAIN
0207.338.092,1,2008,84114,MAIN
0207.338.389,6,2008,84114,MAIN
0207.338.686,6,2008,84114,MAIN
0207.338.686,1,2008,46732,MAIN
0207.338.884,6,2008,84114,MAIN
0207.339.280,6,2008,84114,MAIN
0207.339.973,6,2008,84114,MAIN
0207.339.973,1,2008,61100,MAIN
0207.339.973,1,2008,35130,SECO
0207.339.973,1,2008,73110,SECO
0207.339.973,1,2008,73120,SECO
0207.340.369,6,2008,84114,MAIN
0207.340.369,1,2008,46732,MAIN
0207.340.369,1,2003,51531,MAIN
0207.340.468,6,2008,84114,MAIN
0207.340.963,6,2008,84114,MAIN
0207.341.557,6,2008,84114,MAIN
0207.341.557,1,2008,84114,MAIN
0207.342.745,6,2008,84114,MAIN
0207.342.745,1,2008,84114,MAIN
0207.343.636,6,2008,84114,MAIN
0207.343.636,1,2008,84114,MAIN
0207.343.933,6,2008,84114,MAIN
0207.343.933,1,2008,36000,MAIN
0207.345.418,6,2008,84114,MAIN
0207.346.705,6,2008,84114,MAIN
0207.347.002,6,2008,84114,MAIN
0207.347.002,1,2008,84114,MAIN
0207.347.396,6,2008,84114,MAIN
0207.347.495,6,2008,84114,MAIN
0207.347.495,1,2008,84114,MAIN
0207.347.495,1,2003,75114,MAIN
0207.347.891,6,2008,84114,MAIN
0207.347.891,1,2008,84114,MAIN
0207.347.891,1,2008,2200,SECO
0207.348.584,6,2008,84114,MAIN
0207.348.584,1,2008,84114,MAIN
0207.348.584,1,2008,2100,SECO
0207.348.584,1,2008,36000,SECO
0207.348.584,1,2008,85599,SECO
0207.348.584,1,2008,88911,SECO
0207.348.584,1,2003,55220,MAIN
0207.348.584,1,2003,41000,SECO
0207.348.782,6,2008,84114,MAIN
0207.348.782,1,2008,84114,MAIN
0207.348.782,1,2008,2200,SECO
0207.348.782,1,2008,36000,SECO
0207.348.782,1,2003,41000,MAIN
0207.348.782,1,2003,2020,SECO
0207.348.782,1,2003,75140,SECO
0207.348.980,6,2008,84114,MAIN
0207.348.980,1,2008,84114,MAIN
0207.348.980,1,2008,2200,SECO
0207.348.980,1,2003,41000,MAIN
0207.350.762,6,2008,84114,MAIN
0207.350.762,1,2008,84114,MAIN
0207.350.762,1,2008,42110,SECO
0207.353.831,6,2008,84114,MAIN
0207.354.920,6,2008,84114,MAIN
0207.354.920,1,2008,84114,MAIN
0207.354.920,1,2008,35140,SECO
0207.354.920,1,2008,35220,SECO
0207.354.920,1,2008,35300,SECO
0207.354.920,1,2008,55300,SECO
0207.354.920,1,2008,68204,SECO
0207.354.920,1,2003,40110,MAIN
0207.354.920,1,2003,40130,SECO
0207.354.920,1,2003,40220,SECO
0207.354.920,1,2003,40300,SECO
0207.355.019,6,2008,84114,MAIN
0207.355.118,6,2008,84114,MAIN
0207.355.118,1,2008,46732,MAIN
0207.355.811,6,2008,84114,MAIN
0207.355.811,1,2008,2100,MAIN
0207.355.811,1,2008,77299,SECO
0207.358.581,6,2008,84114,MAIN
0207.358.581,1,2008,90021,MAIN
0207.358.581,1,2008,47990,SECO
0207.358.581,1,2008,73120,SECO
0207.359.967,6,2008,84114,MAIN
0207.361.452,6,2008,84114,MAIN
0207.362.343,6,2008,84114,MAIN
0207.362.739,6,2008,84114,MAIN
0207.362.739,1,2008,88999,MAIN
0207.362.739,1,2008,10110,SECO
0207.362.739,1,2008,52210,SECO
0207.362.739,1,2008,55300,SECO
0207.362.739,1,2008,56301,SECO
0207.362.739,1,2008,93110,SECO
0207.362.739,1,2003,85323,MAIN
0207.362.739,1,2003,15111,SECO
0207.362.739,1,2003,55220,SECO
0207.362.739,1,2003,55401,SECO
0207.362.739,1,2003,63210,SECO
0207.362.739,1,2003,92611,SECO
0207.364.818,6,2008,84114,MAIN
0207.364.818,1,2008,2200,MAIN
0207.364.818,1,2008,55204,SECO
0207.364.818,1,2008,56290,SECO
0207.364.818,1,2003,2012,MAIN
0207.365.016,6,2008,84114,MAIN
0207.365.016,1,2008,2400,MAIN
0207.365.016,1,2003,2020,MAIN
0207.365.115,6,2008,84114,MAIN
0207.365.115,1,2008,2200,MAIN
0207.365.115,1,2003,2012,MAIN
0207.365.115,1,2003,55510,SECO
0207.365.610,6,2008,84114,MAIN
0207.365.610,1,2008,68201,MAIN
0207.365.610,1,2008,41101,SECO
0207.365.610,1,2008,64999,SECO
0207.365.709,6,2008,84114,MAIN
0207.365.709,1,2008,84114,MAIN
0207.365.709,1,2003,75114,MAIN
0207.366.501,6,2008,84114,MAIN
0207.366.501,1,2008,84114,MAIN
0207.366.501,1,2008,52210,SECO
0207.366.501,1,2008,68203,SECO
0207.366.501,1,2003,75114,MAIN
0207.366.501,1,2003,70203,SECO
0207.366.895,6,2008,84114,MAIN
0207.366.895,1,2008,84114,MAIN
0207.366.994,6,2008,84114,MAIN
0207.366.994,1,2008,84114,MAIN
0207.366.994,1,2003,75114,MAIN
0207.367.489,6,2008,84114,MAIN
0207.367.489,1,2008,84114,MAIN
0207.367.588,6,2008,84114,MAIN
0207.367.588,1,2008,84112,MAIN
0207.367.588,1,2003,75112,MAIN
0207.367.687,6,2008,84114,MAIN
0207.367.687,1,2008,84114,MAIN
0207.367.687,1,2003,75114,MAIN
0207.367.984,6,2008,84114,MAIN
0207.367.984,1,2008,46732,MAIN
0207.367.984,1,2003,51531,MAIN
0207.368.380,6,2008,84114,MAIN
0207.368.875,6,2008,84114,MAIN
0207.368.875,1,2008,52210,MAIN
0207.368.875,1,2003,63210,MAIN
0207.368.974,6,2008,84114,MAIN
0207.368.974,1,2008,2200,MAIN
0207.368.974,1,2008,73120,SECO
0207.368.974,1,2003,2012,MAIN
0207.368.974,1,2003,74402,SECO
0207.369.271,6,2008,84114,MAIN
0207.369.271,1,2008,68203,MAIN
0207.370.459,6,2008,84114,MAIN
0207.370.459,1,2008,84114,MAIN
0207.370.459,1,2008,52100,SECO
0207.370.459,1,2003,75114,MAIN
0207.370.459,1,2003,63121,SECO
0207.371.647,6,2008,84114,MAIN
0207.372.043,6,2008,84114,MAIN
0207.372.043,1,2008,46732,MAIN
0207.372.538,6,2008,84114,MAIN
0207.372.538,1,2008,84114,MAIN
0207.372.538,1,2003,75114,MAIN
0207.372.637,6,2008,84114,MAIN
0207.372.637,1,2008,84114,MAIN
0207.372.736,6,2008,84114,MAIN
0207.373.429,6,2008,84114,MAIN
0207.373.429,1,2008,84114,MAIN
0207.373.429,1,2003,75114,MAIN
0207.373.627,6,2008,84114,MAIN
0207.373.627,1,2008,36000,MAIN
0207.373.627,1,2008,2100,SECO
0207.373.627,1,2003,41000,MAIN
0207.373.627,1,2003,2011,SECO
0207.374.617,6,2008,84114,MAIN
0207.375.310,6,2008,84114,MAIN
0207.375.310,1,2008,84114,MAIN
0207.375.904,6,2008,84114,MAIN
0207.375.904,1,2008,84114,MAIN
0207.376.102,6,2008,84114,MAIN
0207.376.397,6,2008,84114,MAIN
0207.376.595,6,2008,84114,MAIN
0207.376.991,6,2008,84114,MAIN
0207.376.991,1,2008,82300,MAIN
0207.378.080,6,2008,84114,MAIN
0207.378.773,6,2008,84114,MAIN
0207.379.268,6,2008,84114,MAIN
0207.379.466,6,2008,84114,MAIN
0207.380.159,6,2008,84114,MAIN
0207.380.159,1,2008,84114,MAIN
0207.380.258,6,2008,84114,MAIN
0207.380.456,6,2008,84114,MAIN
0207.380.456,1,2008,84114,MAIN
0207.380.456,1,2008,2200,SECO
0207.380.456,1,2008,33200,SECO
0207.380.456,1,2008,36000,SECO
0207.380.456,1,2003,41000,MAIN
0207.380.456,1,2003,51531,SECO
0207.380.555,6,2008,84114,MAIN
0207.380.555,1,2008,84114,MAIN
0207.380.555,1,2008,2200,SECO
0207.380.555,1,2003,51531,MAIN
0207.380.555,1,2003,41000,SECO
0207.381.446,6,2008,84114,MAIN
0207.381.446,1,2008,84114,MAIN
0207.381.446,1,2008,56309,SECO
0207.381.446,1,2003,41000,MAIN
0207.381.644,6,2008,84114,MAIN
0207.381.644,1,2008,84114,MAIN
0207.381.644,1,2008,2200,SECO
0207.381.644,1,2003,2012,MAIN
0207.381.644,1,2003,55302,SECO
0207.382.733,6,2008,84114,MAIN
0207.382.733,1,2008,84114,MAIN
0207.382.733,1,2008,2200,SECO
0207.382.733,1,2003,2020,MAIN
0207.383.129,6,2008,84114,MAIN
0207.383.129,1,2008,84114,MAIN
0207.383.129,1,2008,46732,SECO
0207.383.129,1,2003,41000,MAIN
0207.384.812,6,2008,84114,MAIN
0207.384.812,1,2008,84114,MAIN
0207.384.812,1,2008,35140,SECO
0207.384.812,1,2008,46732,SECO
0207.384.812,1,2003,41000,MAIN
0207.384.812,1,2003,2012,SECO
0207.384.812,1,2003,55220,SECO
0207.386.196,6,2008,84114,MAIN
0207.386.196,1,2008,84114,MAIN
0207.386.196,1,2008,2200,SECO
0207.386.196,1,2008,68203,SECO
0207.386.196,1,2003,2012,MAIN
0207.386.196,1,2003,15111,SECO
0207.386.196,1,2003,41000,SECO
0207.386.196,1,2003,55220,SECO
0207.386.295,6,2008,84114,MAIN
0207.386.295,1,2008,84114,MAIN
0207.386.295,1,2008,2200,SECO
0207.386.295,1,2008,36000,SECO
0207.386.295,1,2008,37000,SECO
0207.386.295,1,2008,88911,SECO
0207.386.295,1,2003,41000,MAIN
0207.386.295,1,2003,2012,SECO
0207.387.978,6,2008,84114,MAIN
0207.387.978,1,2008,84114,MAIN
0207.387.978,1,2008,2200,SECO
0207.389.859,6,2008,84114,MAIN
0207.389.859,1,2008,84114,MAIN
0207.389.958,6,2008,84114,MAIN
0207.389.958,1,2008,2200,MAIN
0207.389.958,1,2008,36000,SECO
0207.389.958,1,2003,2012,MAIN
0207.389.958,1,2003,41000,SECO
0207.391.344,6,2008,84114,MAIN
0207.391.344,1,2008,84114,MAIN
0207.391.344,1,2008,36000,SECO
0207.391.344,1,2008,46732,SECO
0207.391.344,1,2008,55300,SECO
0207.391.344,1,2008,93110,SECO
0207.391.344,1,2003,51531,MAIN
0207.391.344,1,2003,41000,SECO
0207.391.344,1,2003,55220,SECO
0207.391.344,1,2003,92611,SECO
0207.391.443,6,2008,84114,MAIN
0207.391.443,1,2008,84114,MAIN
0207.391.443,1,2008,2200,SECO
0207.391.443,1,2008,36000,SECO
0207.391.443,1,2008,42212,SECO
0207.391.443,1,2003,41000,MAIN
0207.391.641,6,2008,84114,MAIN
0207.391.641,1,2008,84114,MAIN
0207.391.641,1,2008,2200,SECO
0207.391.641,1,2008,36000,SECO
0207.391.641,1,2003,41000,MAIN
0207.392.433,6,2008,84114,MAIN
0207.392.433,1,2008,84114,MAIN
0207.392.433,1,2008,38323,SECO
0207.392.433,1,2003,41000,MAIN
0207.392.928,6,2008,84114,MAIN
0207.392.928,1,2008,84114,MAIN
0207.392.928,1,2008,36000,SECO
0207.392.928,1,2008,46732,SECO
0207.392.928,1,2003,41000,MAIN
0207.394.116,6,2008,84114,MAIN
0207.394.215,6,2008,84114,MAIN
0207.394.215,1,2008,36000,MAIN
0207.394.215,1,2003,41000,MAIN
0207.396.292,6,2008,84114,MAIN
0207.396.292,1,2008,1500,MAIN
0207.396.490,6,2008,84114,MAIN
0207.396.490,1,2008,1500,MAIN
0207.399.757,6,2008,84114,MAIN
0207.399.757,1,2008,1500,MAIN
0207.400.846,6,2008,84114,MAIN
0207.400.846,1,2008,36000,MAIN
0207.400.846,1,2008,46732,SECO
0207.400.846,1,2003,41000,MAIN
0207.400.846,1,2003,51531,SECO
0207.401.044,6,2008,84114,MAIN
0207.401.044,1,2008,84114,MAIN
0207.401.341,6,2008,84114,MAIN
0207.401.341,1,2008,68203,MAIN
0207.401.341,1,2003,70203,MAIN
0207.401.935,6,2008,84114,MAIN
0207.401.935,1,2008,84114,MAIN
0207.401.935,1,2008,36000,SECO
0207.401.935,1,2003,41000,MAIN
0207.402.331,6,2008,84114,MAIN
0207.402.331,1,2008,36000,MAIN
0207.402.331,1,2008,35110,SECO
0207.402.331,1,2008,46732,SECO
0207.402.331,1,2003,41000,MAIN
0207.402.331,1,2003,40110,SECO
0207.402.331,1,2003,51531,SECO
0207.402.430,6,2008,84114,MAIN
0207.402.430,1,2008,56301,MAIN
0207.402.430,1,2008,2100,SECO
0207.402.430,1,2003,55401,MAIN
0207.402.628,6,2008,84114,MAIN
0207.402.628,1,2008,2100,MAIN
0207.402.628,1,2003,2011,MAIN
0207.403.222,6,2008,84114,MAIN
0207.403.222,1,2008,46732,MAIN
0207.403.222,1,2008,36000,SECO
0207.403.222,1,2003,51531,MAIN
0207.403.222,1,2003,41000,SECO
0207.403.915,6,2008,84114,MAIN
0207.403.915,1,2008,46732,MAIN
0207.403.915,1,2008,56301,SECO
0207.403.915,1,2008,68100,SECO
0207.403.915,1,2008,68203,SECO
0207.403.915,1,2003,51531,MAIN
0207.403.915,1,2003,55401,SECO
0207.403.915,1,2003,70120,SECO
0207.403.915,1,2003,70203,SECO
0207.404.014,6,2008,84114,MAIN
0207.404.014,1,2008,36000,MAIN
0207.404.014,1,2008,2100,SECO
0207.404.014,1,2008,2400,SECO
0207.404.014,1,2008,37000,SECO
0207.404.014,1,2008,42212,SECO
0207.404.014,1,2003,41000,MAIN
0207.404.014,1,2003,2020,SECO
0207.409.457,6,2008,84114,MAIN
0207.410.546,6,2008,84114,MAIN
0207.410.645,6,2008,84114,MAIN
0207.430.342,6,2008,84114,MAIN
0207.430.342,1,2008,36000,MAIN
0207.430.342,1,2003,41000,MAIN
0207.430.441,6,2008,84114,MAIN
0207.430.441,1,2008,36000,MAIN
0207.430.441,1,2003,41000,MAIN
0207.431.332,6,2008,84114,MAIN
0207.431.629,6,2008,84114,MAIN
0207.432.124,6,2008,84114,MAIN
0207.432.124,1,2008,37000,MAIN
0207.432.124,1,2003,90010,MAIN
0207.432.520,6,2008,84114,MAIN
0207.432.520,1,2008,56290,MAIN
0207.432.520,1,2008,49410,SECO
0207.432.520,1,2008,52210,SECO
0207.432.520,1,2008,52220,SECO
0207.432.520,1,2008,68100,SECO
0207.432.520,1,2008,82300,SECO
0207.432.520,1,2003,55510,MAIN
0207.432.520,1,2003,60242,SECO
0207.432.520,1,2003,63210,SECO
0207.432.520,1,2003,63220,SECO
0207.432.520,1,2003,70120,SECO
0207.432.916,6,2008,84114,MAIN
0207.433.015,6,2008,84114,MAIN
0207.433.312,6,2008,84114,MAIN
0207.433.312,1,2008,10110,MAIN
0207.433.312,1,2008,41102,SECO
0207.433.312,1,2008,43999,SECO
0207.433.312,1,2008,56301,SECO
0207.433.312,1,2008,71209,SECO
0207.433.312,1,2003,15111,MAIN
0207.433.312,1,2003,45250,SECO
0207.433.312,1,2003,55401,SECO
0207.433.312,1,2003,70113,SECO
0207.433.312,1,2003,74302,SECO
0207.433.708,6,2008,84114,MAIN
0207.433.708,1,2008,84114,MAIN
0207.433.708,1,2008,37000,SECO
0207.433.708,1,2003,75114,MAIN
0207.433.708,1,2003,90010,SECO
0207.434.203,6,2008,84114,MAIN
0207.434.203,1,2008,37000,MAIN
0207.434.203,1,2003,90010,MAIN
0207.434.597,6,2008,84114,MAIN
0207.434.597,1,2008,82990,MAIN
0207.434.597,1,2003,74879,MAIN
0207.435.092,6,2008,84114,MAIN
0207.435.092,1,2008,42919,MAIN
0207.435.092,1,2008,37000,SECO
0207.435.092,1,2008,38219,SECO
0207.435.092,1,2008,39000,SECO
0207.435.092,1,2008,56301,SECO
0207.435.092,1,2008,96099,SECO
0207.435.092,1,2003,45242,MAIN
0207.435.092,1,2003,55401,SECO
0207.435.092,1,2003,90010,SECO
0207.435.092,1,2003,90021,SECO
0207.435.092,1,2003,90032,SECO
0207.435.092,1,2003,93052,SECO
0207.435.785,6,2008,84114,MAIN
0207.436.676,6,2008,84114,MAIN
0207.436.676,1,2008,37000,MAIN
0207.436.676,1,2003,90010,MAIN
0207.436.775,6,2008,84114,MAIN
0207.436.775,1,2008,84114,MAIN
0207.436.775,1,2003,93053,MAIN
0207.436.775,1,2003,15111,SECO
0207.437.468,6,2008,84114,MAIN
0207.437.468,1,2008,46190,MAIN
0207.437.468,1,2008,36000,SECO
0207.437.468,1,2008,37000,SECO
0207.437.468,1,2008,52210,SECO
0207.437.468,1,2008,96099,SECO
0207.437.468,1,2003,51190,MAIN
0207.437.468,1,2003,41000,SECO
0207.437.468,1,2003,63210,SECO
0207.437.468,1,2003,90010,SECO
0207.437.468,1,2003,93053,SECO
0207.437.864,6,2008,84114,MAIN
0207.437.864,1,2008,84114,MAIN
0207.437.864,1,2008,36000,SECO
0207.437.864,1,2008,47990,SECO
0207.437.864,1,2008,77299,SECO
0207.437.864,1,2003,75114,MAIN
0207.437.864,1,2003,41000,SECO
0207.438.458,6,2008,84114,MAIN
0207.438.458,1,2008,36000,MAIN
0207.438.458,1,2003,41000,MAIN
0207.439.151,6,2008,84114,MAIN
0207.439.151,1,2008,37000,MAIN
0207.439.151,1,2003,90010,MAIN
0207.439.448,6,2008,84114,MAIN
0207.439.448,1,2008,68201,MAIN
0207.439.448,1,2003,90010,MAIN
0207.439.745,6,2008,84114,MAIN
0207.439.745,1,2008,37000,MAIN
0207.439.745,1,2008,52210,SECO
0207.439.745,1,2008,73110,SECO
0207.439.745,1,2003,90010,MAIN
0207.440.438,6,2008,84114,MAIN
0207.440.438,1,2008,56290,MAIN
0207.440.438,1,2003,55510,MAIN
0207.441.527,6,2008,84114,MAIN
0207.441.527,1,2008,37000,MAIN
0207.441.527,1,2003,90010,MAIN
0207.443.012,6,2008,84114,MAIN
0207.443.012,1,2008,93211,MAIN
0207.444.990,6,2008,84114,MAIN
0207.444.990,1,2008,84114,MAIN
0207.444.990,1,2008,68203,SECO
0207.444.990,1,2008,77291,SECO
0207.445.287,6,2008,84114,MAIN
0207.445.485,6,2008,84114,MAIN
0207.445.485,1,2008,84114,MAIN
0207.445.485,1,2008,39000,SECO
0207.445.485,1,2003,75114,MAIN
0207.445.485,1,2003,90032,SECO
0207.445.584,6,2008,84114,MAIN
0207.445.584,1,2008,93110,MAIN
0207.445.584,1,2008,36000,SECO
0207.445.584,1,2008,49410,SECO
0207.445.584,1,2008,52210,SECO
0207.445.584,1,2003,92613,MAIN
0207.445.584,1,2003,41000,SECO
0207.445.584,1,2003,60242,SECO
0207.445.782,6,2008,84114,MAIN
0207.445.782,1,2008,68201,MAIN
0207.445.782,1,2008,49500,SECO
0207.445.782,1,2008,68203,SECO
0207.445.782,1,2003,70201,MAIN
0207.445.782,1,2003,60300,SECO
0207.445.881,6,2008,84114,MAIN
0207.446.079,6,2008,84114,MAIN
0207.447.069,6,2008,84114,MAIN
0207.447.366,6,2008,84114,MAIN
0207.447.366,1,2008,39000,MAIN
0207.447.366,1,2008,64910,SECO
0207.447.366,1,2008,82990,SECO
0207.447.366,1,2008,84114,SECO
0207.447.366,1,2008,90021,SECO
0207.447.366,1,2003,90032,MAIN
0207.447.465,6,2008,84114,MAIN
0207.447.663,6,2008,84114,MAIN
0207.447.663,1,2008,36000,MAIN
0207.447.663,1,2003,41000,MAIN
0207.447.861,6,2008,84114,MAIN
0207.448.158,6,2008,84114,MAIN
0207.448.158,1,2008,84114,MAIN
0207.448.158,1,2003,75114,MAIN
0207.448.356,6,2008,84114,MAIN
0207.448.356,1,2008,68203,MAIN
0207.448.356,1,2008,37000,SECO
0207.448.356,1,2003,90010,MAIN
0207.448.554,6,2008,84114,MAIN
0207.448.554,1,2008,68203,MAIN
0207.448.554,1,2003,60300,MAIN
0207.448.851,6,2008,84114,MAIN
0207.448.851,1,2008,37000,MAIN
0207.448.851,1,2008,85103,SECO
0207.448.851,1,2008,85203,SECO
0207.448.851,1,2003,90010,MAIN
0207.449.346,6,2008,84114,MAIN
0207.450.534,6,2008,84114,MAIN
0207.450.534,1,2008,84114,MAIN
0207.450.633,6,2008,84114,MAIN
0207.451.128,6,2008,84114,MAIN
0207.451.128,1,2008,68203,MAIN
0207.451.128,1,2003,90010,MAIN
0207.451.227,6,2008,84114,MAIN
0207.451.227,1,2008,55300,MAIN
0207.451.227,1,2008,35300,SECO
0207.451.227,1,2003,55220,MAIN
0207.451.227,1,2003,40300,SECO
0207.451.326,6,2008,84114,MAIN
0207.451.326,1,2008,56301,MAIN
0207.452.514,6,2008,84114,MAIN
0207.452.514,1,2008,36000,MAIN
0207.452.514,1,2008,77399,SECO
0207.452.514,1,2003,41000,MAIN
0207.453.009,6,2008,84114,MAIN
0207.453.009,1,2008,96099,MAIN
0207.453.207,6,2008,84114,MAIN
0207.453.207,1,2008,37000,MAIN
0207.453.207,1,2003,90010,MAIN
0207.453.405,6,2008,84114,MAIN
0207.453.801,6,2008,84114,MAIN
0207.453.801,1,2008,84114,MAIN
0207.453.801,1,2008,96099,SECO
0207.454.294,6,2008,84114,MAIN
0207.456.076,6,2008,84114,MAIN
0207.456.868,6,2008,84114,MAIN
0207.456.868,1,2008,56301,MAIN
0207.456.868,1,2008,84114,SECO
0207.460.432,6,2008,84114,MAIN
0207.460.432,1,2008,73110,MAIN
0207.460.432,1,2008,82990,SECO
0207.462.313,6,2008,84114,MAIN
0207.462.313,1,2008,84114,MAIN
0207.462.313,1,2008,37000,SECO
0207.462.313,1,2008,73120,SECO
0207.462.313,1,2003,75114,MAIN
0207.462.313,1,2003,90010,SECO
0207.463.303,6,2008,84114,MAIN
0207.463.303,1,2008,84114,MAIN
0207.463.303,1,2003,75114,MAIN
0207.463.402,6,2008,84114,MAIN
0207.463.402,1,2008,37000,MAIN
0207.463.402,1,2003,90010,MAIN
0207.464.093,6,2008,84114,MAIN
0207.464.093,1,2008,84114,MAIN
0207.464.093,1,2003,41000,MAIN
0207.464.093,1,2003,93053,SECO
0207.464.192,6,2008,84114,MAIN
0207.464.192,1,2008,96099,MAIN
0207.464.192,1,2008,37000,SECO
0207.464.192,1,2003,93053,MAIN
0207.464.192,1,2003,90010,SECO
0207.464.489,6,2008,84114,MAIN
0207.464.489,1,2008,36000,MAIN
0207.464.489,1,2008,68203,SECO
0207.464.489,1,2003,41000,MAIN
0207.464.588,6,2008,84114,MAIN
0207.464.588,1,2008,96099,MAIN
0207.464.588,1,2008,49500,SECO
0207.464.588,1,2008,56301,SECO
0207.464.588,1,2008,68201,SECO
0207.464.588,1,2003,93053,MAIN
0207.464.588,1,2003,55401,SECO
0207.464.588,1,2003,60300,SECO
0207.464.588,1,2003,70201,SECO
0207.465.083,6,2008,84114,MAIN
0207.465.083,1,2008,37000,MAIN
0207.465.083,1,2003,75114,MAIN
0207.465.281,6,2008,84114,MAIN
0207.465.281,1,2008,37000,MAIN
0207.465.281,1,2008,35110,SECO
0207.465.281,1,2008,68203,SECO
0207.465.281,1,2008,93110,SECO
0207.465.281,1,2003,90010,MAIN
0207.465.974,6,2008,84114,MAIN
0207.465.974,1,2008,90042,MAIN
0207.465.974,1,2008,35140,SECO
0207.465.974,1,2008,37000,SECO
0207.465.974,1,2003,90010,MAIN
0207.466.469,6,2008,84114,MAIN
0207.466.766,6,2008,84114,MAIN
0207.466.766,1,2008,84114,MAIN
0207.466.766,1,2003,75114,MAIN
0207.466.964,6,2008,84114,MAIN
0207.466.964,1,2008,35140,MAIN
0207.466.964,1,2008,11010,SECO
0207.466.964,1,2008,11040,SECO
0207.466.964,1,2008,47251,SECO
0207.466.964,1,2008,84114,SECO
0207.466.964,1,2003,75114,MAIN
0207.467.162,6,2008,84114,MAIN
0207.467.162,1,2008,84114,MAIN
0207.468.152,6,2008,84114,MAIN
0207.468.152,1,2008,84114,MAIN
0207.468.152,1,2003,75114,MAIN
0207.468.350,6,2008,84114,MAIN
0207.468.350,1,2008,82990,MAIN
0207.468.350,1,2008,18120,SECO
0207.468.350,1,2008,56301,SECO
0207.468.350,1,2008,73110,SECO
0207.469.142,6,2008,84114,MAIN
0207.469.142,1,2008,84114,MAIN
0207.469.934,6,2008,84114,MAIN
0207.469.934,1,2008,77293,MAIN
0207.469.934,1,2008,42212,SECO
0207.469.934,1,2008,47990,SECO
0207.469.934,1,2008,56309,SECO
0207.469.934,1,2008,68322,SECO
0207.469.934,1,2003,75114,MAIN
0207.470.330,6,2008,84114,MAIN
0207.470.330,1,2008,37000,MAIN
0207.470.330,1,2003,90010,MAIN
0207.471.221,6,2008,84114,MAIN
0207.471.221,1,2008,56102,MAIN
0207.471.221,1,2008,47521,SECO
0207.471.221,1,2003,55302,MAIN
0207.471.221,1,2003,52462,SECO
0207.471.320,6,2008,84114,MAIN
0207.471.518,6,2008,84114,MAIN
0207.471.518,1,2008,46130,MAIN
0207.471.518,1,2008,18120,SECO
0207.471.518,1,2008,47761,SECO
0207.471.518,1,2008,52210,SECO
0207.471.518,1,2008,52220,SECO
0207.471.617,6,2008,84114,MAIN
0207.471.617,1,2008,56301,MAIN
0207.471.617,1,2008,35140,SECO
0207.471.617,1,2008,46130,SECO
0207.471.617,1,2008,47521,SECO
0207.471.617,1,2008,47620,SECO
0207.471.617,1,2008,73120,SECO
0207.471.617,1,2008,88919,SECO
0207.471.716,6,2008,84114,MAIN
0207.471.716,1,2008,84114,MAIN
0207.471.716,1,2008,93110,SECO
0207.471.716,1,2003,75114,MAIN
0207.472.904,6,2008,84114,MAIN
0207.472.904,1,2008,84114,MAIN
0207.472.904,1,2008,93110,SECO
0207.473.102,6,2008,84114,MAIN
0207.473.102,1,2008,93299,MAIN
0207.473.102,1,2008,84130,SECO
0207.473.102,1,2003,92340,MAIN
0207.473.102,1,2003,75130,SECO
0207.473.201,6,2008,84114,MAIN
0207.473.201,1,2008,56102,MAIN
0207.473.201,1,2008,2100,SECO
0207.473.201,1,2008,84114,SECO
0207.473.201,1,2003,55302,MAIN
0207.473.201,1,2003,2011,SECO
0207.474.189,6,2008,84114,MAIN
0207.474.189,1,2008,84114,MAIN
0207.474.189,1,2008,18120,SECO
0207.474.189,1,2008,46130,SECO
0207.474.189,1,2008,56309,SECO
0207.474.189,1,2008,84115,SECO
