EstablishmentNumber,StartDate,EnterpriseNumber
2.000.467.028,01-01-1964,0577.776.936
2.000.467.325,01-08-1965,0585.785.275
2.000.469.206,01-05-1965,0404.090.716
2.000.470.887,01-07-1965,0400.873.284
2.000.470.986,15-09-1997,0400.873.284
2.000.471.580,01-10-1972,0404.901.457
2.000.471.877,01-04-1965,0403.867.220
2.000.472.273,01-05-1965,0402.855.846
2.000.474.154,09-08-1991,0400.675.425
2.000.474.253,01-07-1965,0573.033.933
2.000.474.352,01-07-1965,0579.313.296
2.000.475.441,03-09-1986,0643.245.602
2.000.475.936,01-06-1965,0400.177.260
2.000.476.530,01-07-1965,0596.353.129
2.000.477.718,04-01-1984,0714.561.584
2.000.477.817,01-10-1965,0596.873.662
2.000.478.015,01-07-1965,0404.384.387
2.000.480.092,01-05-1965,0405.360.921
2.000.480.488,01-11-1964,0405.452.575
2.000.482.567,01-06-1965,0403.713.010
2.000.483.062,01-01-1965,0404.534.936
2.000.484.151,01-01-1965,0401.524.174
2.000.484.745,01-06-1965,0405.866.212
2.000.485.042,01-06-1965,0405.882.147
2.000.486.329,01-01-1965,0583.532.105
2.000.487.418,01-07-1965,0616.498.841
2.000.487.616,01-08-1965,0691.205.469
2.000.489.002,01-07-1965,0517.600.215
2.000.489.396,01-07-1965,0520.454.785
2.000.489.495,01-05-1965,0400.846.164
2.000.490.089,01-08-1965,0520.390.746
2.000.490.287,01-04-1967,0403.760.124
2.000.490.584,01-04-1967,0403.780.316
2.000.491.673,01-06-1965,0405.901.448
2.000.491.970,01-05-1965,0402.969.474
2.000.492.069,26-05-1999,0402.969.474
2.000.493.158,01-09-1965,0400.731.744
2.000.493.257,01-06-1965,0400.633.259
2.000.493.356,01-03-1965,0576.247.306
2.000.494.445,12-01-1995,0403.858.510
2.000.496.524,01-08-1965,0595.431.134
2.000.500.383,01-07-1965,0402.838.921
2.000.502.660,01-06-1965,0400.576.247
2.000.502.858,01-07-1965,0403.373.312
2.000.502.957,01-12-1972,0403.373.312
2.000.504.046,01-05-1985,0746.009.578
2.000.504.244,01-04-1965,0403.540.685
2.000.504.442,01-01-1965,0400.669.089
2.000.505.531,01-08-1965,0574.327.496
2.000.509.192,01-08-1965,0510.868.415
2.000.509.291,01-09-1965,0404.752.393
2.000.509.885,01-08-1965,0404.782.780
2.000.512.360,01-09-1965,0605.665.723
2.000.512.558,01-07-1965,0609.105.758
2.000.514.340,01-06-1965,0401.177.449
2.000.516.122,22-06-1998,0405.980.830
2.000.517.013,01-09-1971,0405.105.355
2.000.518.201,17-04-1996,0405.568.183
2.000.518.397,01-05-1965,0405.568.183
2.000.519.684,01-08-1965,0401.044.223
2.000.522.654,01-07-1965,0404.640.250
2.000.523.644,01-08-1965,0404.109.522
2.000.524.139,01-01-1967,0400.965.237
2.000.525.030,01-09-1965,0401.515.266
2.000.525.327,01-07-1965,0401.701.546
2.000.525.525,01-09-1965,0624.046.134
2.000.525.921,01-10-1966,0403.571.963
2.000.526.614,01-07-1966,0402.483.682
2.000.526.713,01-06-1965,0400.941.679
2.000.526.812,01-07-1965,0401.304.836
2.000.528.691,01-04-1960,0401.954.241
2.000.528.988,01-07-1963,0402.496.154
2.000.530.176,01-08-1965,0403.207.224
2.000.530.275,01-08-1965,0402.788.540
2.000.530.572,01-06-1965,0402.615.821
2.000.531.760,01-06-1965,0403.150.014
2.000.531.859,01-07-1965,0403.474.963
2.000.531.958,01-12-1967,0403.474.963
2.000.532.057,01-06-1965,0402.713.613
2.000.533.245,01-09-1965,0521.167.835
2.000.533.344,09-09-1965,0521.167.835
2.000.533.641,01-09-1965,0520.449.144
2.000.533.740,19-02-1997,0520.449.144
2.000.533.938,01-06-1965,0405.981.919
2.000.535.027,01-01-1967,0401.145.874
2.000.535.126,04-06-1987,0430.995.942
2.000.535.819,01-08-1965,0402.048.271
2.000.537.403,01-10-1965,0522.702.415
2.000.537.995,01-03-1967,0401.053.824
2.000.538.193,01-07-1985,0514.313.695
2.000.538.391,01-10-1965,0514.313.695
2.000.538.589,09-01-1996,0514.313.695
2.000.538.985,01-08-1965,0400.012.063
2.000.543.836,01-08-1965,0401.847.046
2.000.544.331,01-12-1964,0403.221.872
2.000.544.430,29-03-1985,0401.043.827
2.000.544.529,01-09-1965,0403.515.347
2.000.545.618,01-08-1965,0403.566.124
2.000.545.915,01-09-1965,0580.230.145
2.000.546.608,01-04-1965,0402.174.569
2.000.547.992,01-09-1965,0403.156.150
2.000.548.982,01-06-1965,0400.749.659
2.000.550.962,03-10-1988,0401.005.819
2.000.551.061,01-10-1965,0401.005.819
2.000.551.259,01-09-1965,0581.359.404
2.000.551.556,01-11-1961,0574.879.507
2.000.551.853,01-04-1967,0572.768.964
2.000.552.051,01-08-1965,0401.084.409
2.000.555.219,01-06-1965,0401.266.135
2.000.556.704,01-06-1965,0403.768.933
2.000.558.880,01-09-1965,0658.074.328
2.000.559.177,01-07-1965,0404.036.474
2.000.560.464,01-10-1965,0622.507.101
2.000.561.751,01-08-1965,0842.501.715
2.000.562.840,01-08-1965,0405.436.343
2.000.563.533,01-06-1979,0595.706.890
2.000.564.127,01-09-1965,0402.038.967
2.000.565.018,01-09-1965,0405.172.562
2.000.565.216,01-02-1967,0402.460.819
2.000.567.194,01-06-1965,0401.654.828
2.000.567.293,01-11-1965,0401.654.828
2.000.568.877,01-08-1965,0404.817.820
2.000.568.976,01-09-1964,0404.701.618
2.000.569.273,01-03-1967,0405.641.231
2.000.569.372,01-08-1965,0503.096.933
2.000.569.570,01-03-1965,0402.511.693
2.000.569.867,01-10-1965,0514.330.820
2.000.571.847,02-11-1995,0402.043.323
2.000.572.144,01-06-1965,0402.722.323
2.000.572.342,01-08-1965,0401.016.212
2.000.572.540,19-02-1990,0593.503.210
2.000.572.639,01-10-1965,0593.503.210
2.000.573.332,01-07-1965,0402.242.073
2.000.573.629,01-09-1965,0565.056.672
2.000.573.926,01-04-1967,0552.125.285
2.000.574.025,01-11-1969,0552.125.285
2.000.576.597,01-10-1965,0608.556.224
2.000.576.894,01-05-1965,0572.187.756
2.000.577.587,01-10-1965,0400.689.182
2.000.578.280,01-12-1964,0697.218.875
2.000.579.270,06-03-1996,0707.157.714
2.000.579.963,01-10-1965,0401.079.558
2.000.580.854,01-07-1965,0400.095.801
2.000.581.844,15-02-1983,0548.376.236
2.000.581.943,01-03-1965,0403.049.351
2.000.582.042,13-06-1995,0403.049.351
2.000.582.339,01-11-1965,0403.511.486
2.000.582.636,01-11-1965,0403.312.241
2.000.584.319,01-10-1965,0577.744.074
2.000.586.495,01-03-1965,0405.765.252
2.000.588.772,01-10-1965,0600.114.452
2.000.589.366,01-05-1965,0402.434.489
2.000.589.663,01-04-1963,0404.633.619
2.000.590.653,01-10-1965,0404.036.573
2.000.591.346,01-10-1965,0404.327.573
2.000.593.128,01-10-1965,0401.186.753
2.000.593.722,01-07-1965,0401.543.178
2.000.594.415,01-08-1965,0405.541.261
2.000.594.514,01-01-1960,0405.807.319
2.000.595.801,01-08-1965,0623.711.780
2.000.596.096,01-01-1965,0403.954.718
2.000.597.284,01-06-1965,0596.209.015
2.000.597.482,01-03-1967,0400.378.089
2.000.597.581,01-10-1965,0520.136.665
2.000.600.056,01-07-1965,0402.570.784
2.000.602.729,01-10-1965,0400.052.348
2.000.603.026,01-09-1965,0401.054.121
2.000.603.224,01-01-1965,0787.011.874
2.000.603.521,01-09-1965,0402.728.954
2.000.603.620,01-09-1965,0403.366.778
2.000.604.016,01-04-1949,0400.446.187
2.000.604.214,01-10-1965,0402.226.831
2.000.605.501,05-11-1999,0402.431.224
2.000.605.697,05-11-1999,0402.431.224
2.000.605.796,05-11-1999,0402.431.224
2.000.605.895,05-11-1999,0402.431.224
2.000.605.994,05-11-1999,0402.431.224
2.000.606.093,05-11-1999,0402.431.224
2.000.606.192,05-11-1999,0402.431.224
2.000.606.291,05-11-1999,0402.431.224
2.000.606.390,19-06-2000,0402.431.224
2.000.607.380,02-06-1980,0685.297.080
2.000.608.667,15-03-1967,0402.780.424
2.000.610.350,01-10-1965,0573.320.577
2.000.611.043,01-08-1965,0400.663.646
2.000.611.142,01-11-1965,0615.234.079
2.000.612.033,01-11-1965,0435.810.508
2.000.612.825,01-11-1965,0403.593.541
2.000.612.924,01-01-1965,0405.246.402
2.000.613.122,01-09-1965,0405.549.476
2.000.614.508,22-09-1987,0524.111.190
2.000.614.607,01-08-1965,0526.188.574
2.000.615.595,01-04-1967,0615.008.110
2.000.616.486,01-05-1967,0402.095.781
2.000.616.585,01-09-1965,0402.392.127
2.000.616.981,01-01-1966,0400.660.280
2.000.617.377,01-12-1965,0602.405.533
2.000.617.971,01-03-1974,0545.139.505
2.000.618.466,01-01-1966,0573.034.923
2.000.618.664,01-01-1967,0584.044.225
2.000.622.723,01-02-1965,0405.179.985
2.000.623.713,01-07-1965,0405.301.236
2.000.624.406,01-11-1965,0401.274.944
2.000.624.505,01-03-1970,0401.274.944
2.000.625.988,01-11-1965,0401.335.520
2.000.626.285,01-11-1965,0403.815.156
2.000.626.879,01-03-1965,0404.955.402
2.000.627.077,01-10-1965,0404.386.763
2.000.630.542,01-11-1965,0582.350.782
2.000.630.641,01-11-1965,0400.010.776
2.000.632.819,01-10-1965,0428.661.806
2.000.633.908,01-11-1965,0403.217.419
2.000.634.007,01-07-1965,0403.069.741
2.000.634.205,01-10-1965,0402.691.342
2.000.634.601,01-12-1965,0403.331.839
2.000.635.193,01-11-1965,0400.349.682
2.000.635.391,01-05-1967,0404.513.556
2.000.636.480,01-10-1965,0403.355.494
2.000.637.272,01-04-1987,0551.602.475
2.000.637.470,01-12-1965,0403.309.568
2.000.637.965,01-10-1965,0400.504.288
2.000.638.559,01-10-1965,0403.584.534
2.000.639.054,01-07-1965,0402.850.896
2.000.640.341,01-07-1968,0705.058.257
2.000.640.440,01-04-1967,0401.566.043
2.000.641.529,01-12-1965,0401.276.825
2.000.642.420,01-07-1965,0405.495.038
2.000.644.992,01-11-1965,0405.314.597
2.000.645.784,01-10-1965,0405.407.243
2.000.646.378,01-10-1965,0405.361.416
2.000.647.368,01-12-1965,0400.721.945
2.000.647.665,01-11-1965,0401.838.336
2.000.649.447,01-08-1965,0403.853.560
2.000.649.546,01-08-1965,0404.045.976
2.000.649.843,01-10-1965,0405.814.445
2.000.653.011,01-11-1965,0401.712.830
2.000.653.110,01-12-1965,0401.712.830
2.000.653.308,01-01-1966,0618.008.972
2.000.654.692,01-10-1965,0595.568.122
2.000.654.890,01-12-1965,0693.231.779
2.000.654.989,01-01-1985,0693.231.779
2.000.655.781,01-01-1966,0608.376.179
2.000.658.751,01-11-1965,0401.408.764
2.000.659.840,01-11-1965,0400.603.466
2.000.661.622,01-08-1964,0400.440.447
2.000.661.919,01-12-1965,0402.114.785
2.000.662.612,01-01-1966,0405.292.130
2.000.663.503,01-11-1964,0400.718.777
2.000.664.491,01-10-1965,0402.434.984
2.000.667.263,01-01-1966,0575.157.144
2.000.667.659,16-10-1979,0572.967.320
2.000.668.253,01-04-1967,0736.114.984
2.000.668.550,01-12-1965,0569.156.210
2.000.668.649,13-11-1979,0569.156.210
2.000.670.431,01-02-1965,0405.145.937
2.000.670.728,01-05-1965,0405.226.012
2.000.671.718,01-11-1965,0405.534.828
2.000.672.015,01-01-1966,0530.150.926
2.000.672.609,01-11-1965,0404.197.812
2.000.673.894,01-01-1966,0625.323.069
2.000.673.993,19-10-2001,0401.542.683
2.000.674.884,01-12-1965,0401.761.231
2.000.677.359,01-11-1965,0403.765.468
2.000.678.943,01-01-1966,0585.200.010
2.000.679.933,01-01-1966,0400.027.802
2.000.680.131,11-08-1986,0742.049.505
2.000.680.923,01-01-1966,0594.057.791
2.000.681.616,01-04-1967,0572.553.881
2.000.683.002,01-11-1965,0402.791.015
2.000.684.683,25-08-1965,0401.054.616
2.000.684.782,01-12-1965,0583.562.985
2.000.684.881,01-01-1966,0583.065.812
2.000.684.980,01-01-1966,0591.044.952
2.000.685.475,01-04-1967,0709.518.871
2.000.686.465,01-10-1965,0401.881.688
2.000.686.960,01-11-1965,0400.299.895
2.000.687.752,01-01-1966,0570.353.367
2.000.688.940,01-01-1966,0403.000.455
2.000.689.336,01-11-1965,0403.541.972
2.000.689.435,01-04-1967,0405.546.805
2.000.689.633,31-08-1989,0749.095.960
2.000.690.524,01-01-1960,0870.452.561
2.000.691.316,01-04-1966,0400.770.841
2.000.692.108,01-11-1965,0401.248.121
2.000.692.603,01-12-1965,0403.879.591
2.000.693.591,01-04-1966,0401.340.765
2.000.693.987,01-01-1966,0569.276.073
2.000.694.086,01-12-1971,0569.276.073
2.000.694.581,01-01-1966,0401.223.177
2.000.694.680,22-12-1989,0690.234.578
2.000.695.175,01-01-1966,0600.193.240
2.000.695.571,01-11-1965,0402.350.456
2.000.696.462,01-01-1966,0404.078.640
2.000.696.561,01-01-1967,0402.273.351
2.000.696.858,01-08-1980,0633.176.408
2.000.697.254,01-01-1966,0404.902.546
2.000.698.541,01-12-1965,0401.744.108
2.000.699.630,01-12-1965,0401.579.505
2.000.701.808,01-12-1965,0400.031.760
2.000.704.182,01-04-1967,0626.158.259
2.000.704.677,01-01-1966,0622.584.404
2.000.704.875,07-10-1969,0401.168.145
2.000.705.469,01-01-1966,0594.800.337
2.000.705.568,01-01-1967,0594.800.337
2.000.705.766,01-07-1965,0404.340.144
2.000.707.548,13-04-1977,0772.215.614
2.000.711.508,01-01-1966,0402.022.042
2.000.712.496,01-11-1965,0400.567.438
2.000.712.793,01-01-1966,0570.466.601
2.000.713.090,01-01-1966,0577.230.568
2.000.713.783,01-11-1965,0405.403.184
2.000.715.169,17-07-2000,0525.235.402
2.000.715.367,01-12-1965,0405.399.721
2.000.715.862,28-01-1997,0406.037.545
2.000.717.050,01-01-1966,0402.633.637
2.000.717.248,01-12-1965,0400.610.295
2.000.717.347,01-12-1965,0402.851.589
2.000.717.644,01-11-1965,0405.668.450
2.000.718.931,01-05-1965,0404.112.589
2.000.719.327,01-04-1967,0400.203.885
2.000.719.822,01-10-1965,0404.264.524
2.000.720.812,01-05-1967,0711.075.029
2.000.721.109,01-02-1966,0570.535.885
2.000.722.592,01-07-1962,0600.020.719
2.000.723.483,01-01-1966,0401.949.093
2.000.724.374,01-10-1965,0400.950.290
2.000.725.067,01-07-1967,0523.236.905
2.000.725.364,01-01-1966,0401.317.407
2.000.726.552,01-03-1966,0584.563.966
2.000.728.433,01-01-1965,0407.665.759
2.000.729.027,01-01-1966,0585.200.901
2.000.730.611,01-03-1980,0717.070.421
2.000.730.710,14-02-1985,0717.070.421
2.000.733.777,01-06-1965,0401.176.360
2.000.735.361,01-06-1982,0401.580.493
2.000.736.054,01-02-1966,0401.647.801
2.000.736.945,01-01-1966,0674.260.064
2.000.737.638,01-12-1965,0405.230.663
2.000.737.737,01-02-1966,0518.350.380
2.000.738.034,01-12-1965,0405.103.771
2.000.738.133,01-12-1965,0405.103.771
2.000.742.091,01-01-1966,0611.075.749
2.000.742.289,01-01-1966,0609.193.751
2.000.742.685,01-01-1981,0595.000.572
2.000.742.784,01-01-1981,0595.000.572
2.000.742.982,01-10-1965,0401.400.945
2.000.744.071,01-12-1965,0403.472.587
2.000.744.368,01-04-1967,0402.532.875
2.000.744.764,01-11-1965,0402.955.123
2.000.744.863,23-04-2002,0402.955.123
2.000.746.150,01-01-1900,0403.577.606
2.000.746.249,01-10-1965,0403.577.606
2.000.747.635,01-05-1965,0400.386.702
2.000.748.229,01-01-1966,0580.420.581
2.000.749.021,01-02-1966,0575.034.509
2.000.749.219,01-12-1965,0400.658.104
2.000.749.813,01-02-1966,0636.459.362
2.000.750.506,01-05-1967,0595.407.873
2.000.751.791,01-02-1966,0402.378.566
2.000.752.385,01-01-1966,0405.324.101
2.000.753.969,01-01-1966,0405.554.426
2.000.755.553,01-10-1965,0405.265.010
2.000.755.652,01-01-1966,0405.182.064
2.000.756.048,01-12-1965,0404.641.636
2.000.756.246,01-02-1966,0404.784.463
2.000.757.830,01-01-1966,0404.103.780
2.000.758.622,01-01-1966,0404.744.772
2.000.759.414,01-07-1965,0404.059.438
2.000.759.711,01-02-1966,0401.664.924
2.000.759.810,01-02-1966,0401.664.924
2.000.759.909,01-02-1966,0401.664.924
2.000.760.008,01-02-1966,0401.664.924
2.000.760.107,01-02-1966,0401.664.924
2.000.760.206,01-10-1969,0401.664.924
2.000.760.503,01-01-1966,0401.659.083
2.000.761.194,01-02-1966,0631.593.724
2.000.761.293,01-09-1974,0631.593.724
2.000.761.689,01-07-1946,0404.326.880
2.000.762.481,01-01-1966,0403.673.616
2.000.762.580,01-08-1965,0403.709.545
2.000.762.976,01-02-1966,0405.281.836
2.000.763.273,01-03-1967,0405.640.637
2.000.764.065,01-06-1945,0404.008.958
2.000.764.461,01-12-1965,0405.115.847
2.000.764.857,01-12-1965,0405.217.993
2.000.764.956,02-04-1967,0402.600.082
2.000.768.718,25-03-1993,0400.283.663
2.000.770.302,01-02-1966,0870.949.142
2.000.772.181,01-01-1966,0401.091.337
2.000.777.626,01-04-1967,0405.229.574
2.000.777.725,01-07-1976,0890.569.272
2.000.778.220,01-07-1966,0404.715.771
2.000.778.715,01-02-1966,0404.189.496
2.000.778.814,01-02-1966,0406.056.846
2.000.778.913,01-06-1967,0404.897.004
2.000.779.012,01-03-1965,0404.897.004
2.000.781.287,01-07-1965,0403.489.514
2.000.781.782,01-03-1966,0400.710.364
2.000.782.178,01-03-1966,0508.259.511
2.000.782.277,25-01-1988,0508.259.511
2.000.782.970,01-01-1967,0405.248.182
2.000.783.069,01-02-1966,0576.524.844
2.000.785.247,01-03-1966,0401.170.323
2.000.786.237,01-11-1964,0400.982.855
2.000.787.722,01-01-1966,0405.104.662
2.000.788.811,01-04-1966,0526.042.777
2.000.789.801,01-12-1965,0401.598.806
2.000.791.482,01-02-1966,0532.134.674
2.000.791.581,01-03-1966,0532.479.025
2.000.792.175,01-03-1966,0517.885.869
2.000.792.274,01-03-1966,0403.769.626
2.000.792.967,01-03-1966,0588.076.158
2.000.793.264,01-03-1966,0583.671.170
2.000.793.660,01-05-1965,0400.338.992
2.000.795.046,01-02-1966,0405.043.294
2.000.796.828,01-11-1965,0400.636.724
2.000.797.521,01-03-1965,0402.580.880
2.000.797.620,01-02-1966,0622.058.723
2.000.797.719,01-09-1966,0402.629.875
2.000.797.917,01-01-1966,0402.720.145
2.000.798.214,01-02-1966,0400.379.079
2.000.798.907,01-01-1966,0402.171.995
2.000.799.204,01-12-1965,0401.953.647
2.000.799.303,01-01-1966,0403.304.818
2.000.799.895,01-03-1966,0405.585.803
2.000.800.390,01-01-1966,0527.105.918
2.000.800.885,01-02-1966,0405.446.439
2.000.802.370,01-02-1966,0401.881.490
2.000.803.162,01-05-1966,0401.038.283
2.000.803.459,01-12-1964,0400.023.545
2.000.804.053,01-12-1965,0401.005.720
2.000.806.033,01-03-1966,0402.406.379
2.000.806.429,01-03-1966,0600.013.294
2.000.807.815,16-02-1995,0621.588.866
2.000.810.288,01-01-1966,0404.306.490
2.000.812.070,01-03-1966,0530.047.788
2.000.813.852,01-01-1966,0404.211.470
2.000.814.050,01-03-1966,0404.169.702
2.000.814.446,01-03-1966,0703.096.580
2.000.814.545,01-07-1965,0403.877.415
2.000.814.941,01-03-1967,0449.719.714
2.000.815.733,01-03-1966,0401.149.636
2.000.816.129,01-05-1967,0401.855.954
2.000.816.525,01-01-1966,0401.497.252
2.000.817.020,01-03-1966,0624.922.302
2.000.817.713,01-04-1966,0596.741.129
2.000.817.812,02-09-1965,0402.270.678
2.000.820.384,01-01-1966,0405.521.465
2.000.820.879,01-12-1965,0400.248.328
2.000.821.275,01-08-1971,0400.140.836
2.000.821.374,01-11-1972,0400.140.836
2.000.821.473,01-01-1966,0400.140.836
2.000.822.760,01-02-1966,0400.285.049
2.000.823.156,01-01-1966,0401.732.329
2.000.823.255,01-01-1966,0401.732.329
2.000.823.552,01-03-1966,0625.230.326
2.000.823.651,01-12-1968,0625.230.326
2.000.824.839,01-02-1966,0400.300.489
2.000.825.334,01-02-1966,0574.833.876
2.000.825.928,01-03-1966,0579.485.819
2.000.827.611,01-09-1966,0401.418.662
2.000.827.710,01-12-1965,0401.418.662
2.000.829.391,01-02-1966,0401.985.915
2.000.829.787,01-02-1966,0400.427.777
2.000.831.668,01-08-1965,0405.257.486
2.000.831.767,01-02-1966,0405.265.505
2.000.833.252,01-03-1966,0401.266.927
2.000.834.836,01-12-1965,0400.121.040
2.000.835.628,01-05-1967,0403.936.506
2.000.835.826,01-03-1966,0572.512.707
2.000.835.925,01-12-1973,0572.512.707
2.000.837.113,29-05-1998,0421.879.625
2.000.838.893,01-04-1966,0621.315.583
2.000.839.586,01-03-1966,0401.520.711
2.000.840.873,01-01-1966,0404.549.287
2.000.841.764,01-05-1966,0708.633.401
2.000.842.259,01-03-1966,0705.332.035
2.000.843.348,01-02-1966,0401.763.112
2.000.845.229,01-03-1968,0401.463.303
2.000.847.902,01-04-1966,0703.244.456
2.000.848.989,01-02-1966,0592.405.823
2.000.849.088,01-01-1966,0400.311.179
2.000.849.880,01-04-1966,0404.341.728
2.000.850.177,01-02-1966,0402.092.714
2.000.850.375,31-12-1965,0403.021.142
2.000.850.771,01-03-1966,0401.931.277
2.000.852.157,01-03-1966,0403.497.036
2.000.852.652,01-02-1966,0400.087.782
2.000.852.949,01-03-1966,0401.050.458
2.000.853.840,01-04-1966,0585.254.745
2.000.855.028,01-04-1966,0404.721.018
2.000.855.127,01-04-1966,0403.662.926
2.000.855.919,01-04-1966,0404.717.058
2.000.856.315,01-04-1966,0406.005.376
2.000.857.602,01-05-1964,0570.169.364
2.000.858.590,01-04-1966,0558.154.133
2.000.858.689,01-05-1967,0530.307.413
2.000.859.283,05-04-1966,0400.444.407
2.000.859.382,01-04-1966,0403.432.007
2.000.859.481,01-04-1966,0403.087.359
2.000.859.877,01-03-1966,0403.517.921
2.000.860.075,01-05-1967,0402.748.948
2.000.860.966,01-05-1967,0405.537.303
2.000.861.362,01-12-1975,0574.031.350
2.000.861.461,01-12-1970,0574.031.350
2.000.862.550,01-04-1966,0572.888.037
2.000.862.748,01-04-1966,0401.342.943
2.000.864.134,01-04-1966,0530.472.115
2.000.864.530,01-03-1966,0405.410.708
2.000.864.629,16-06-1985,0405.410.708
2.000.864.926,01-11-1965,0673.025.095
2.000.865.817,01-03-1966,0401.633.547
2.000.866.609,01-04-1966,0405.272.532
2.000.866.906,01-05-1966,0528.528.848
2.000.867.993,01-10-1965,0609.496.827
2.000.869.577,01-03-1966,0596.764.487
2.000.869.775,01-04-1966,0616.189.233
2.000.870.567,01-04-1966,0400.013.152
2.000.871.062,01-01-1966,0711.000.991
2.000.872.349,01-04-1966,0657.005.447
2.000.872.745,01-10-1985,0718.267.380
2.000.873.141,01-04-1966,0609.138.224
2.000.875.121,01-01-1978,0545.358.645
2.000.876.507,01-04-1966,0400.107.875
2.000.876.705,01-04-1966,0400.086.891
2.000.877.101,01-04-1966,0583.724.224
2.000.878.485,01-04-1966,0405.458.713
2.000.879.970,01-02-1966,0400.820.232
2.000.880.564,01-04-1966,0403.784.670
2.000.881.257,01-04-1966,0404.868.991
2.000.882.643,01-03-1966,0405.664.094
2.000.882.742,01-03-1966,0401.962.951
2.000.883.138,01-03-1966,0402.782.107
2.000.883.237,01-10-1966,0402.782.107
2.000.883.435,01-03-1966,0400.469.646
2.000.883.732,01-03-1966,0401.953.152
2.000.884.425,01-05-1966,0402.516.247
2.000.885.217,01-04-1966,0750.275.204
2.000.886.009,01-10-1965,0405.845.129
2.000.887.096,26-02-1966,0404.394.087
2.000.887.393,01-01-1966,0405.123.270
2.000.887.591,01-01-1966,0405.124.557
2.000.887.789,01-04-1966,0520.135.081
2.000.887.888,01-04-1966,0400.960.881
2.000.888.977,01-05-1966,0569.094.248
2.000.889.472,01-05-1966,0572.434.315
2.000.889.769,23-03-2006,0577.137.231
2.000.891.551,01-01-1966,0400.807.463
2.000.893.234,01-05-1965,0404.424.771
2.000.895.115,01-04-1966,0400.290.987
2.000.896.994,24-03-1966,0400.600.595
2.000.897.687,29-01-1981,0718.010.727
2.000.897.786,23-09-1976,0718.010.727
2.000.898.479,01-06-1966,0570.488.177
